"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"BeModelChildReport.relatedPerson.subject","BeModelChildReport.relatedPerson.subject","","","",1,1,"","","","https://www.ehealth.fgov.be/standards/fhir/core/StructureDefinition/BeModelPatient {[]} {[]}
","Subject","Patient/subject information","","","","","","","","","",,,,,"",,,,"BeModelRelatedPerson.subject",1,1,"",""
"BeModelChildReport.relatedPerson.relatedperson","BeModelChildReport.relatedPerson.relatedperson","","","",1,1,"","","","https://www.ehealth.fgov.be/standards/fhir/core/StructureDefinition/BeModelPatient {[]} {[]}
","Related person","A person related to the patient/subject, such as a family member or guardian.","","","","","","","","","",,,,,"",,,,"BeModelRelatedPerson.relatedperson",1,1,"",""
"BeModelChildReport.relatedPerson.relationship","BeModelChildReport.relatedPerson.relationship","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Relationship to subject","The relationship of the related person to the patient/subject. This can include roles such as mother, father, guardian, etc.","","","","","","<valueCodeableConcept xmlns=""http://hl7.org/fhir"">
  <coding>
    <code value=""mother""/>
    <display value=""Role of the related subject""/>
  </coding>
</valueCodeableConcept>","","","",,,,,"",,,,"BeModelRelatedPerson.relationship",1,1,"",""
"BeModelChildReport.pregnancyDetails","BeModelChildReport.pregnancyDetails","","","",0,1,"","","","Base {[]} {[]}
","Pregnancy details","Details about the pregnancy.","","","","","","","","","",,,,,"",,,,"BeModelChildReport.pregnancyDetails",0,1,"",""
"BeModelChildReport.pregnancyDetails.durationOfPregnancy","BeModelChildReport.pregnancyDetails.durationOfPregnancy","","","",0,1,"","","","Base {[]} {[]}
","[BeObservation] The duration of pregnancy in weeks, as an observation.","[BeObservation] The duration of pregnancy in weeks, as an observation.","","","","","","","","","",,,,,"",,,,"BeModelChildReport.pregnancyDetails.durationOfPregnancy",0,1,"",""
"BeModelChildReport.pregnancyDetails.durationOfPregnancy.subject","BeModelChildReport.pregnancyDetails.durationOfPregnancy.subject","","","",1,1,"","","","Reference {[]} {[]}
","Child","subject","","","","","","","","","",,,,,"",,,,"BeModelChildReport.pregnancyDetails.durationOfPregnancy.subject",1,1,"",""
"BeModelChildReport.pregnancyDetails.durationOfPregnancy.focus","BeModelChildReport.pregnancyDetails.durationOfPregnancy.focus","","","",0,1,"","","","Reference {[]} {[]}
","Mother","subject","","","","","","","","","",,,,,"",,,,"BeModelChildReport.pregnancyDetails.durationOfPregnancy.focus",0,1,"",""
"BeModelChildReport.pregnancyDetails.durationOfPregnancy.code","BeModelChildReport.pregnancyDetails.durationOfPregnancy.code","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Length of gestation at birth","Length of gestation at birth","","","","","","<valueCodeableConcept xmlns=""http://hl7.org/fhir"">
  <coding>
    <system value=""http://snomed.info/sct""/>
    <code value=""412726003""/>
    <display value=""Length of gestation at birth""/>
  </coding>
</valueCodeableConcept>","","","",,,,,"",,,,"BeModelChildReport.pregnancyDetails.durationOfPregnancy.code",1,1,"",""
"BeModelChildReport.pregnancyDetails.durationOfPregnancy.valueInteger","BeModelChildReport.pregnancyDetails.durationOfPregnancy.valueInteger","","","",1,1,"","","","integer {[]} {[]}
","The duration of pregnancy in weeks","The duration of pregnancy in weeks","","","","","","","","","",,,,,"",,,,"BeModelChildReport.pregnancyDetails.durationOfPregnancy.valueInteger",1,1,"",""
"BeModelChildReport.pregnancyDetails.pregnancyCMVInfection","BeModelChildReport.pregnancyDetails.pregnancyCMVInfection","","","",0,1,"","","","Base {[]} {[]}
","[BeObservation] Pregnancy CMV infection","Indicates whether CMV infection occurred during pregnancy.","","","","","","","","","",,,,,"",,,,"BeModelChildReport.pregnancyDetails.pregnancyCMVInfection",0,1,"",""
"BeModelChildReport.pregnancyDetails.pregnancyCMVInfection.subject","BeModelChildReport.pregnancyDetails.pregnancyCMVInfection.subject","","","",1,1,"","","","Reference {[]} {[]}
","Child","subject","","","","","","","","","",,,,,"",,,,"BeModelChildReport.pregnancyDetails.pregnancyCMVInfection.subject",1,1,"",""
"BeModelChildReport.pregnancyDetails.pregnancyCMVInfection.focus","BeModelChildReport.pregnancyDetails.pregnancyCMVInfection.focus","","","",0,1,"","","","Reference {[]} {[]}
","Mother","subject","","","","","","","","","",,,,,"",,,,"BeModelChildReport.pregnancyDetails.pregnancyCMVInfection.focus",0,1,"",""
"BeModelChildReport.pregnancyDetails.pregnancyCMVInfection.code","BeModelChildReport.pregnancyDetails.pregnancyCMVInfection.code","","","",1,1,"","","","CodeableConcept {[]} {[]}
","CMV infection during pregnancy","CMV infection during pregnancy","","","","","","<valueCodeableConcept xmlns=""http://hl7.org/fhir"">
  <coding>
    <code value=""cmv-infection-during-pregnancy""/>
    <display value=""CMV infection during pregnancy""/>
  </coding>
</valueCodeableConcept>","","","",,,,,"",,,,"BeModelChildReport.pregnancyDetails.pregnancyCMVInfection.code",1,1,"",""
"BeModelChildReport.pregnancyDetails.pregnancyCMVInfection.valueBoolean","BeModelChildReport.pregnancyDetails.pregnancyCMVInfection.valueBoolean","","","",1,1,"","","","boolean {[]} {[]}
","Indicates whether CMV infection occurred during pregnancy.","The value indicates whether the mother had a CMV infection during pregnancy.","","","","","","","","","",,,,,"",,,,"BeModelChildReport.pregnancyDetails.pregnancyCMVInfection.valueBoolean",1,1,"",""
"BeModelChildReport.bacterialMeningitis","BeModelChildReport.bacterialMeningitis","","","",0,1,"","","","Base {[]} {[]}
","[BeObservation] Bacterial meningitis","Indicates whether bacterial meningitis occurred during pregnancy.","","","","","","","","","",,,,,"",,,,"BeModelChildReport.bacterialMeningitis",0,1,"",""
"BeModelChildReport.bacterialMeningitis.code","BeModelChildReport.bacterialMeningitis.code","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Code","Code","","","","","","<valueCodeableConcept xmlns=""http://hl7.org/fhir"">
  <coding>
    <code value=""bacterial-meningitis-during-pregnancy""/>
    <display value=""bacterial meningitis during pregnancy""/>
  </coding>
</valueCodeableConcept>","","","",,,,,"",,,,"BeModelChildReport.bacterialMeningitis.code",1,1,"",""
"BeModelChildReport.bacterialMeningitis.subject","BeModelChildReport.bacterialMeningitis.subject","","","",1,1,"","","","Reference {[]} {[]}
","Child","subject","","","","","","","","","",,,,,"",,,,"BeModelChildReport.bacterialMeningitis.subject",1,1,"",""
"BeModelChildReport.bacterialMeningitis.valueBoolean","BeModelChildReport.bacterialMeningitis.valueBoolean","","","",1,1,"","","","boolean {[]} {[]}
","Indicates whether bacterial meningitis occurred during pregnancy.","The value indicates whether the mother had a bacterial meningitis during pregnancy.","","","","","","","","","",,,,,"",,,,"BeModelChildReport.bacterialMeningitis.valueBoolean",1,1,"",""
"BeModelChildReport.neonatalHearingScreening","BeModelChildReport.neonatalHearingScreening","","","",0,*,"","","","Base {[]} {[]}
","[BeObservation] Neonatal hearing screening","Details about the neonatal hearing screening.","","","","","","","","","",,,,,"",,,,"BeModelChildReport.neonatalHearingScreening",0,*,"",""
"BeModelChildReport.neonatalHearingScreening.code","BeModelChildReport.neonatalHearingScreening.code","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Code","Code","","","","","","<valueCodeableConcept xmlns=""http://hl7.org/fhir"">
  <coding>
    <code value=""neonatal-hearing-screening""/>
    <display value=""Neonatal hearing screening""/>
  </coding>
</valueCodeableConcept>","","","",,,,,"",,,,"BeModelChildReport.neonatalHearingScreening.code",1,1,"",""
"BeModelChildReport.neonatalHearingScreening.date","BeModelChildReport.neonatalHearingScreening.date","","","",1,1,"","","","date {[]} {[]}
","Date of neonatal hearing screening","The date of neonatal hearing screening.","","","","","","","","","",,,,,"",,,,"BeModelChildReport.neonatalHearingScreening.date",1,1,"",""
"BeModelChildReport.neonatalHearingScreening.subject","BeModelChildReport.neonatalHearingScreening.subject","","","",1,1,"","","","https://www.ehealth.fgov.be/standards/fhir/core/StructureDefinition/BeModelPatient {[]} {[]}
","Child that the report is about","The child that the report is about.","","","","","","","","","",,,,,"",,,,"BeModelChildReport.neonatalHearingScreening.subject",1,1,"",""
"BeModelChildReport.neonatalHearingScreeningLeft","BeModelChildReport.neonatalHearingScreeningLeft","","","",0,1,"","","","Base {[]} {[]}
","Left ear result","Result of neonatal hearing screening for the left ear.","","","","","","","","","",,,,,"",,,,"BeModelChildReport.neonatalHearingScreeningLeft",0,1,"",""
"BeModelChildReport.neonatalHearingScreeningLeft.date","BeModelChildReport.neonatalHearingScreeningLeft.date","","","",1,1,"","","","date {[]} {[]}
","Date of neonatal hearing screening","The date of neonatal hearing screening.","","","","","","","","","",,,,,"",,,,"BeModelChildReport.neonatalHearingScreeningLeft.date",1,1,"",""
"BeModelChildReport.neonatalHearingScreeningLeft.subject","BeModelChildReport.neonatalHearingScreeningLeft.subject","","","",1,1,"","","","https://www.ehealth.fgov.be/standards/fhir/core/StructureDefinition/BeModelPatient {[]} {[]}
","Child that the report is about","The child that the report is about.","","","","","","","","","",,,,,"",,,,"BeModelChildReport.neonatalHearingScreeningLeft.subject",1,1,"",""
"BeModelChildReport.neonatalHearingScreeningLeft.subject.names","BeModelChildReport.neonatalHearingScreeningLeft.subject.names","","","",0,*,"","","","BackboneElement {[]} {[]}
","Names","Names","","","","","","","","","",,,,,"",,,,"BeModelPatient.names",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"BeModelChildReport.neonatalHearingScreeningLeft.subject.names.id","BeModelChildReport.neonatalHearingScreeningLeft.subject.names.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"BeModelChildReport.neonatalHearingScreeningLeft.subject.names.extension","BeModelChildReport.neonatalHearingScreeningLeft.subject.names.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"BeModelChildReport.neonatalHearingScreeningLeft.subject.names.modifierExtension","BeModelChildReport.neonatalHearingScreeningLeft.subject.names.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"BeModelChildReport.neonatalHearingScreeningLeft.subject.names.usage","BeModelChildReport.neonatalHearingScreeningLeft.subject.names.usage","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Usage context of the name (e.g. NR 11, if the name is used as a pseudonym)","Usage context of the name (e.g. NR 11, if the name is used as a pseudonym)","","","","","","","","","",,,,,"",,,,"BeModelPatient.names.usage",0,1,"",""
"BeModelChildReport.neonatalHearingScreeningLeft.subject.names.familyname","BeModelChildReport.neonatalHearingScreeningLeft.subject.names.familyname","","","",0,1,"","","","string {[]} {[]}
","Surname (NR 10)","Surname (NR 10)","","","","","","","","","",,,,,"",,,,"BeModelPatient.names.familyname",0,1,"",""
"BeModelChildReport.neonatalHearingScreeningLeft.subject.names.firstnames","BeModelChildReport.neonatalHearingScreeningLeft.subject.names.firstnames","","","",0,1,"","","","string {[]} {[]}
","Given names (NR 10)","Given names (NR 10)","","","","","","","","","",,,,,"",,,,"BeModelPatient.names.firstnames",0,1,"",""
"BeModelChildReport.neonatalHearingScreeningLeft.subject.names.title","BeModelChildReport.neonatalHearingScreeningLeft.subject.names.title","","","",0,1,"","","","string {[]} {[]}
","Title of nobility (NR 12)","Title of nobility (NR 12)","","","","","","","","","",,,,,"",,,,"BeModelPatient.names.title",0,1,"",""
"BeModelChildReport.neonatalHearingScreeningLeft.subject.names.period","BeModelChildReport.neonatalHearingScreeningLeft.subject.names.period","","","",0,1,"","","","Period {[]} {[]}
","Period of validity of the name (e.g. NR 13 Change of name, first names and title of nobility)","Period of validity of the name (e.g. NR 13 Change of name, first names and title of nobility)","","","","","","","","","",,,,,"",,,,"BeModelPatient.names.period",0,1,"",""
"BeModelChildReport.neonatalHearingScreeningLeft.subject.birth","BeModelChildReport.neonatalHearingScreeningLeft.subject.birth","","","",0,1,"","","","BackboneElement {[]} {[]}
","Birth data","Birth data","","","","","","","","","",,,,,"",,,,"BeModelPatient.birth",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"BeModelChildReport.neonatalHearingScreeningLeft.subject.birth.id","BeModelChildReport.neonatalHearingScreeningLeft.subject.birth.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"BeModelChildReport.neonatalHearingScreeningLeft.subject.birth.extension","BeModelChildReport.neonatalHearingScreeningLeft.subject.birth.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"BeModelChildReport.neonatalHearingScreeningLeft.subject.birth.modifierExtension","BeModelChildReport.neonatalHearingScreeningLeft.subject.birth.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"BeModelChildReport.neonatalHearingScreeningLeft.subject.birth.address","BeModelChildReport.neonatalHearingScreeningLeft.subject.birth.address","","","",0,1,"","","","Address {[]} {[]}
","Place of birth (NR 100 or NR 101)","Place of birth (NR 100 or NR 101)","","","","","","","","","",,,,,"",,,,"BeModelPatient.birth.address",0,1,"",""
"BeModelChildReport.neonatalHearingScreeningLeft.subject.birth.date","BeModelChildReport.neonatalHearingScreeningLeft.subject.birth.date","","","",0,1,"","","","dateTime {[]} {[]}
","Date of birth (NR 100 or NR 101)","Date of birth (NR 100 or NR 101)","","","","","","","","","",,,,,"",,,,"BeModelPatient.birth.date",0,1,"",""
"BeModelChildReport.neonatalHearingScreeningLeft.subject.gender","BeModelChildReport.neonatalHearingScreeningLeft.subject.gender","","","",0,1,"","","","BackboneElement {[]} {[]}
","Gender","Gender","","","","","","","","","",,,,,"",,,,"BeModelPatient.gender",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"BeModelChildReport.neonatalHearingScreeningLeft.subject.gender.id","BeModelChildReport.neonatalHearingScreeningLeft.subject.gender.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"BeModelChildReport.neonatalHearingScreeningLeft.subject.gender.extension","BeModelChildReport.neonatalHearingScreeningLeft.subject.gender.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"BeModelChildReport.neonatalHearingScreeningLeft.subject.gender.modifierExtension","BeModelChildReport.neonatalHearingScreeningLeft.subject.gender.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"BeModelChildReport.neonatalHearingScreeningLeft.subject.gender.administrative","BeModelChildReport.neonatalHearingScreeningLeft.subject.gender.administrative","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Gender (integrated in the identification no.: 000)","Gender (integrated in the identification no.: 000)","","","","","","","","","",,,,,"",,,,"BeModelPatient.gender.administrative",0,1,"",""
"BeModelChildReport.neonatalHearingScreeningLeft.subject.gender.atbirth","BeModelChildReport.neonatalHearingScreeningLeft.subject.gender.atbirth","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Gender at birth, accounts for gender changes and errors (NR 2 and NR 4)","Gender at birth, accounts for gender changes and errors (NR 2 and NR 4)","","","","","","","","","",,,,,"",,,,"BeModelPatient.gender.atbirth",0,1,"",""
"BeModelChildReport.neonatalHearingScreeningLeft.subject.gender.social","BeModelChildReport.neonatalHearingScreeningLeft.subject.gender.social","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Gender the person identifies with","Gender the person identifies with","","","","","","","","","",,,,,"",,,,"BeModelPatient.gender.social",0,1,"",""
"BeModelChildReport.neonatalHearingScreeningLeft.subject.nationality","BeModelChildReport.neonatalHearingScreeningLeft.subject.nationality","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Current nationality (and dual nationality) (NR 31, NR 32)","Current nationality (and dual nationality) (NR 31, NR 32)","","","","","","","","","",,,,,"",,,,"BeModelPatient.nationality",0,*,"",""
"BeModelChildReport.neonatalHearingScreeningLeft.subject.residence","BeModelChildReport.neonatalHearingScreeningLeft.subject.residence","","","",0,*,"","","","Address {[]} {[]}
","Main and other residences (NR 1, 3, 5, 18, 19, 20,22, 23, 24, 26, 27). NR 252 will be covered by other privacy rules.","Main and other residences (NR 1, 3, 5, 18, 19, 20,22, 23, 24, 26, 27). NR 252 will be covered by other privacy rules.","","","","","","","","","",,,,,"",,,,"BeModelPatient.residence",0,*,"",""
"BeModelChildReport.neonatalHearingScreeningLeft.subject.death","BeModelChildReport.neonatalHearingScreeningLeft.subject.death","","","",0,1,"","","","BackboneElement {[]} {[]}
","Date and state of death (place of death is not clinically relevant, and we only care about factual death, not absence (NR 151) or administrative/judicial death (NR 150))","Date and state of death (place of death is not clinically relevant, and we only care about factual death, not absence (NR 151) or administrative/judicial death (NR 150))","","","","","","","","","",,,,,"",,,,"BeModelPatient.death",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"BeModelChildReport.neonatalHearingScreeningLeft.subject.death.id","BeModelChildReport.neonatalHearingScreeningLeft.subject.death.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"BeModelChildReport.neonatalHearingScreeningLeft.subject.death.extension","BeModelChildReport.neonatalHearingScreeningLeft.subject.death.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
