"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"ChildReport.refusalOfHearingTest.representative.extension","ChildReport.refusalOfHearingTest.representative.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"ChildReport.refusalOfHearingTest.representative.modifierExtension","ChildReport.refusalOfHearingTest.representative.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"ChildReport.refusalOfHearingTest.representative.role","ChildReport.refusalOfHearingTest.representative.role","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Role of the representative (e.g. confidant, administrator, guardian...)","Role of the representative (e.g. confidant, administrator, guardian...)","","","","","","","","","",,,,,"",,,,"BeModelPatientWill.representative.role",0,1,"",""
"ChildReport.refusalOfHearingTest.representative.relationship","ChildReport.refusalOfHearingTest.representative.relationship","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Type of relationship of the representative with the patient (e.g. father, mother, son, neighbour...)","Type of relationship of the representative with the patient (e.g. father, mother, son, neighbour...)","","","","","","","","","",,,,,"",,,,"BeModelPatientWill.representative.relationship",0,1,"",""
"ChildReport.refusalOfHearingTest.source[x]","ChildReport.refusalOfHearingTest.source[x]","","","",0,1,"","","","Binary {[]} {[]}
url {[]} {[]}","Enables you to attach a document","Enables you to attach a document","","","","","","","","","",,,,,"",,,,"BeModelPatientWill.source[x]",0,1,"",""
"ChildReport.refusalOfHearingTest.category","ChildReport.refusalOfHearingTest.category","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Type of patient wishes.","Type of patient wishes.","","","","","","","","","",,,,,"",,,,"BeModelPatientWill.category",1,1,"",""
"ChildReport.refusalOfHearingTest.willCode","ChildReport.refusalOfHearingTest.willCode","","","",1,1,"","","","BackboneElement {[]} {[]}
","patient's wishes","The patient's wishes (euthanasia, no vaccination, no intubation...)","","","","","","","","","",,,,,"",,,,"BeModelPatientWill.willCode",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ChildReport.refusalOfHearingTest.willCode.id","ChildReport.refusalOfHearingTest.willCode.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"ChildReport.refusalOfHearingTest.willCode.extension","ChildReport.refusalOfHearingTest.willCode.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"ChildReport.refusalOfHearingTest.willCode.modifierExtension","ChildReport.refusalOfHearingTest.willCode.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"ChildReport.refusalOfHearingTest.willCode.status","ChildReport.refusalOfHearingTest.willCode.status","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Indicates the status of the patient's will (draft, proposes, active, ...)","Indicates the status of the patient's will (draft, proposes, active, ...)","","","","","","","","","",,,,,"",,,,"BeModelPatientWill.willCode.status",0,1,"",""
"ChildReport.refusalOfHearingTest.willCode.period","ChildReport.refusalOfHearingTest.willCode.period","","","",0,1,"","","","BackboneElement {[]} {[]}
","Validity of the will","Validity of the will","","","","","","","","","",,,,,"",,,,"BeModelPatientWill.willCode.period",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ChildReport.refusalOfHearingTest.willCode.period.id","ChildReport.refusalOfHearingTest.willCode.period.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"ChildReport.refusalOfHearingTest.willCode.period.extension","ChildReport.refusalOfHearingTest.willCode.period.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"ChildReport.refusalOfHearingTest.willCode.period.modifierExtension","ChildReport.refusalOfHearingTest.willCode.period.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"ChildReport.refusalOfHearingTest.willCode.period.startperiod","ChildReport.refusalOfHearingTest.willCode.period.startperiod","","","",0,1,"","","","dateTime {[]} {[]}
","Date the will comes into effect","Date the will comes into effect","","","","","","","","","",,,,,"",,,,"BeModelPatientWill.willCode.period.startperiod",0,1,"",""
"ChildReport.refusalOfHearingTest.willCode.period.endperiod","ChildReport.refusalOfHearingTest.willCode.period.endperiod","","","",0,1,"","","","dateTime {[]} {[]}
","Date the will expires","Date the will expires","","","","","","","","","",,,,,"",,,,"BeModelPatientWill.willCode.period.endperiod",0,1,"",""
"ChildReport.refusalOfHearingTest.note","ChildReport.refusalOfHearingTest.note","","","",0,1,"","","","string {[]} {[]}
","Comments","Comments","","","","","","","","","",,,,,"",,,,"BeModelPatientWill.note",0,1,"",""
"ChildReport.refusalOfHearingTest.recordedDate","ChildReport.refusalOfHearingTest.recordedDate","","","",0,null,"","","","","Date of neonatal hearing screening","","","","","","","","","","",,,,,"",,,,"ChildReport.refusalOfHearingTest.recordedDate",0,null,"",""
"ChildReport.refusalOfHearingTest.patient","ChildReport.refusalOfHearingTest.patient","","","",0,null,"","","","","Child that the report is about","","","","","","","","","","",,,,,"",,,,"ChildReport.refusalOfHearingTest.patient",0,null,"",""
"ChildReport.refusalOfHearingTest.representative.role","ChildReport.refusalOfHearingTest.representative.role","","","",0,null,"","","","","","","","","","","","<valueCodeableConcept xmlns=""http://hl7.org/fhir"">
  <coding>
    <code value=""guardian""/>
  </coding>
</valueCodeableConcept>","","","",,,,,"",,,,"ChildReport.refusalOfHearingTest.representative.role",0,null,"",""
"ChildReport.severeHeadTrauma","ChildReport.severeHeadTrauma","","","",0,1,"","","","Base {[]} {[]}
","[BeProblem] Severe head trauma","Indicates whether severe head trauma was identified.","","","","","","","","","",,,,,"",,,,"ChildReport.severeHeadTrauma",0,1,"",""
"ChildReport.severeHeadTrauma.subject","ChildReport.severeHeadTrauma.subject","","","",1,1,"","","","Reference {[]} {[CanonicalType[https://www.ehealth.fgov.be/standards/fhir/core/StructureDefinition/be-patient]]}
","Child that the report is about","The child that the report is about.","","","","","","","","","",,,,,"",,,,"ChildReport.severeHeadTrauma.subject",1,1,"",""
"ChildReport.severeHeadTrauma.date","ChildReport.severeHeadTrauma.date","","","",1,1,"","","","date {[]} {[]}
","Date of reporting the trauma.","Date of reporting the trauma.","","","","","","","","","",,,,,"",,,,"ChildReport.severeHeadTrauma.date",1,1,"",""
"ChildReport.severeHeadTrauma.code","ChildReport.severeHeadTrauma.code","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Code","Code","","","","","","<valueCodeableConcept xmlns=""http://hl7.org/fhir"">
  <coding>
    <code value=""severe-head-trauma-during-delivery""/>
    <display value=""Severe head trauma""/>
  </coding>
</valueCodeableConcept>","","","",,,,,"",,,,"ChildReport.severeHeadTrauma.code",1,1,"",""
